$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.96,0.08478088739402741,0.088
0.0,0.0,0.1,0.1,0.974,0.09013458200874759,0.06
0.0,0.0,0.2,0.2,0.954,0.08615291581357752,0.104
0.0,0.0,0.3,0.3,0.96,0.08372923483582215,0.088
0.0,0.0,0.4,0.4,0.946,0.08620699139876156,0.12
0.0,0.0,0.5,0.5,0.95,0.10727882053307196,0.12
0.0,0.0,0.6,0.6,0.958,0.09250739840650844,0.1
0.0,0.0,0.7,0.7,0.96,0.09729322084602343,0.104
0.0,0.0,0.8,0.8,0.952,0.0995149286492323,0.12
0.0,0.0,0.9,0.9,0.948,0.0908034545548713,0.132
0.1,0.1,0.0,0.0,0.942,0.09477772528097837,0.12
0.1,0.1,0.1,0.1,0.954,0.08554266119553051,0.104
0.1,0.1,0.2,0.2,0.95,0.08674494112533111,0.104
0.1,0.1,0.3,0.3,0.958,0.0825477096363365,0.084
0.1,0.1,0.4,0.4,0.948,0.09792326663032158,0.116
0.1,0.1,0.5,0.5,0.94,0.08378940045861959,0.124
0.1,0.1,0.6,0.6,0.954,0.11288029876700452,0.116
0.1,0.1,0.7,0.7,0.952,0.09889049142350881,0.1
0.1,0.1,0.8,0.8,0.93,0.09421379397520946,0.156
0.1,0.1,0.9,0.9,0.946,0.10368053852087919,0.116
0.2,0.2,0.0,0.0,0.964,0.0875929305234524,0.08
0.2,0.2,0.1,0.1,0.96,0.08179012257357517,0.104
0.2,0.2,0.2,0.2,0.956,0.08466245873739073,0.1
0.2,0.2,0.3,0.3,0.958,0.09396219588659702,0.1
0.2,0.2,0.4,0.4,0.954,0.08736221671140658,0.096
0.2,0.2,0.5,0.5,0.96,0.0872848139100338,0.092
0.2,0.2,0.6,0.6,0.944,0.09492964736246519,0.128
0.2,0.2,0.7,0.7,0.96,0.08848444676694041,0.088
0.2,0.2,0.8,0.8,0.956,0.09293050725307404,0.092
0.2,0.2,0.9,0.9,0.944,0.11427016623714423,0.128
0.3,0.3,0.0,0.0,0.954,0.09615647772863165,0.1
0.3,0.3,0.1,0.1,0.934,0.09444061152857397,0.14
0.3,0.3,0.2,0.2,0.976,0.07767025219243291,0.064
0.3,0.3,0.3,0.3,0.954,0.10323628756607528,0.104
0.3,0.3,0.4,0.4,0.95,0.07720017581855618,0.112
0.3,0.3,0.5,0.5,0.95,0.07848424955346169,0.112
0.3,0.3,0.6,0.6,0.964,0.0901494699029604,0.108
0.3,0.3,0.7,0.7,0.948,0.09786776066095478,0.124
0.3,0.3,0.8,0.8,0.964,0.0848439735179934,0.076
0.3,0.3,0.9,0.9,0.956,0.08281238873452597,0.104
0.4,0.4,0.0,0.0,0.968,0.08364665707814586,0.08
0.4,0.4,0.1,0.1,0.966,0.0761423170708117,0.068
0.4,0.4,0.2,0.2,0.944,0.09403945358762007,0.124
0.4,0.4,0.3,0.3,0.936,0.10488061233277532,0.148
0.4,0.4,0.4,0.4,0.956,0.07623482308134934,0.096
0.4,0.4,0.5,0.5,0.952,0.07867897042527579,0.108
0.4,0.4,0.6,0.6,0.954,0.0812303079937089,0.1
0.4,0.4,0.7,0.7,0.954,0.07069155114200226,0.1
0.4,0.4,0.8,0.8,0.944,0.10394907112816647,0.136
0.4,0.4,0.9,0.9,0.96,0.1065311099737865,0.104
